iteration,average_reward,
1 , 74.444444
2 , 73.333333
3 , 67.000000
4 , 76.000000
5 , 79.333333
6 , 75.555556
7 , 69.333333
8 , 111.888889
9 , 112.888889
10 , 94.888889
11 , 79.000000
12 , 110.111111
13 , 80.444444
14 , 70.111111
15 , 86.222222
16 , 84.888889
17 , 67.666667
18 , 77.888889
19 , 67.111111
20 , 61.666667
21 , 56.666667
22 , 55.222222
23 , 57.777778
24 , 63.444444
25 , 71.333333
26 , 54.111111
27 , 60.555556
28 , 72.333333
29 , 68.222222
30 , 70.000000
31 , 77.000000
32 , 78.555556
33 , 104.666667
34 , 91.666667
35 , 96.666667
36 , 95.000000
37 , 99.222222
38 , 116.222222
39 , 123.444444
40 , 120.000000
41 , 98.000000
42 , 117.555556
43 , 111.777778
44 , 108.444444
45 , 118.777778
46 , 118.444444
47 , 114.000000
48 , 109.222222
49 , 101.777778
50 , 97.666667
51 , 104.444444
52 , 105.000000
53 , 152.222222
54 , 122.555556
55 , 109.777778
56 , 105.777778
57 , 112.777778
58 , 108.555556
59 , 101.333333
60 , 140.444444
61 , 106.777778
62 , 108.777778
63 , 107.888889
64 , 187.333333
65 , 145.000000
66 , 113.777778
67 , 111.555556
68 , 167.888889
69 , 126.111111
70 , 128.222222
71 , 112.777778
72 , 110.555556
73 , 112.222222
74 , 108.333333
75 , 103.111111
76 , 200.000000
77 , 193.888889
78 , 179.333333
79 , 159.111111
80 , 137.777778
1 , 154.111111
2 , 145.444444
3 , 145.555556
4 , 112.555556
5 , 125.666667
6 , 93.111111
7 , 103.222222
8 , 109.888889
9 , 100.222222
10 , 125.000000
11 , 121.444444
12 , 116.111111
13 , 132.444444
14 , 115.666667
15 , 122.111111
16 , 139.111111
17 , 190.444444
18 , 165.777778
19 , 138.555556
20 , 152.444444
21 , 139.555556
22 , 200.000000
23 , 188.777778
24 , 176.000000
25 , 147.444444
26 , 114.333333
27 , 114.555556
28 , 181.555556
29 , 126.333333
30 , 141.111111
31 , 127.333333
32 , 119.666667
33 , 116.222222
34 , 170.888889
35 , 183.888889
36 , 192.222222
37 , 176.222222
38 , 167.222222
39 , 135.222222
40 , 110.333333
41 , 101.666667
42 , 106.777778
43 , 111.333333
44 , 138.777778
45 , 118.777778
46 , 154.888889

